caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags,tempo_tags_count,genre_tags_count,mood_tags_count,instrument_tags_count,aspect_list_count
"The low quality recording features a live performance of an instrumental folk song that contains sitar guitar melody and boomy bass. There are some background clapping sounds, probably from a crowd, by which we can conclude that it is in fact a live performance. It sounds like it was recorded with a phone.","folk, clapping",,folk,,clapping,1,1,1,1,2
"A male vocalist sings this jazz  style melody. The tempo is fast with syncopated piano accompaniment, slick drumming, groovy bass line and rhythmic acoustic guitar. The music is energetic, ambient, mellow, pleasant with a dance groove.","fast tempo, rhythmic acoustic guitar, groovy, jazz, piano accompaniment, male vocalist, steady drumming","fast tempo, rhythmic acoustic guitar, groovy",jazz,,"piano accompaniment, male vocalist, steady drumming",3,1,1,3,7
"This is a jazz music piece. It is an instrumental piece. The saxophone and the trumpet are playing the melody. The piano, the electric guitar and the bass guitar are accompanying them in the background. The tempo is slow. The atmosphere is chill. This piece could be playing in the background at a coffee shop.","slow tempo, chill, acoustic drums, bass guitar, electric guitar, piano",slow tempo,chill,,"acoustic drums, bass guitar, electric guitar, piano",1,1,1,4,6
"This audio contains a digital drum with a kick on every beat. An e-bass is playing a slightly funky groove. A synthesizer is playing a short fast melody. Another synth sound is playing a string/pad sound rising up into focus. A female voice is singing, then another female voice takes over singing. The crowd is cheering loudly. This song may be playing during a live show.","uptempo, dance, pop, digital drums, strings, e-bass",uptempo,"dance, pop",,"digital drums, strings, e-bass",1,2,1,3,6
This reggae song features a male voice singing the main melody. This is accompanied by percussion playing a reggae beat. The bass plays a single note on the fourth count of each bar. There are no other instruments in this song. This song can be played in a club as a dance song.,"reggae, male voice, percussion",,reggae,,"male voice, percussion",1,1,1,2,3
"This song has a male vocalist singing a rhythmic vocal riff to the beat of digital drumming followed by the sound of a beep. The percussion is amateur and the vocals are muffled as the audio quality is inferior. The song is slow tempo and the beat is punchy, groovy, buoyant and youthful.","dance groove, slow tempo, rap, male vocalist","dance groove, slow tempo",rap,,male vocalist,2,1,1,1,4
This is an analog sounding electronic jam. The automated melody is played by a sequencer that has a synthesizer base. The electronic drums in the rhythmic background have a 909-like sound. The atmosphere of the piece is very robotic and computer-like. This piece could be used in the soundtracks of movies and video games that have a cyberpunk/futuristic sci-fi theme.,"electronic, electronic drums",,electronic,,electronic drums,1,1,1,1,2
This audio contains someone playing an acoustic piano along with an acoustic guitar strumming chords. Someone is playing a cajon with a fast paced groove and a tambourine. A horn takes the main melody in the midrange along with a male voice singing in a higher key. This song may be playing on the streets performed by buskers.,"uptempo, pop, tambourine, acoustic guitar, male voice singing",uptempo,pop,,"tambourine, acoustic guitar, male voice singing",1,1,1,3,5
This amateur recording features a male voice singing the main melody. This is accompanied by a banjo being strummed in a country rhythm. This song is sung at a moderate tempo. This song has a patriotic feel. There are no other instruments in this song apart from the tenor banjo. This song can be played in a patriotic American movie.,"moderate tempo, folk song, male voice, no percussion",moderate tempo,folk song,,"male voice, no percussion",1,1,1,2,4
This is a classical music performance. The piece is played by a classical piano which is complex with rising and falling sequences. The atmosphere is filled with emotion and passion. This heart-touching piece could certainly be used in the soundtrack of a drama movie or a TV show.,"classical, passionate, emotional, piano",,classical,"passionate, emotional",piano,1,1,2,1,4
Digital drums are playing a four on the floor rhythm with a kick on every beat along with a bassline and a keyboard sound playing short rhythmic chords and a e-guitar playing a simple melody along. A male voice is singing in a higher key. This song may be playing at a folkfest.,"uptempo, pop, digital drums, e-guitar, bass, male voice singing",uptempo,pop,,"digital drums, e-guitar, bass, male voice singing",1,1,1,4,6
This song contains acoustic drums playing a complex rhythm along with a e-bass playing a walking bassline and a piano playing jazz chords in the mid range. A baritone saxophone is playing the main melody accompanied by other brass instruments. This song may be playing during a live concert.,"jazz, acoustic drums, trumpets, e-bass",,jazz,,"acoustic drums, trumpets, e-bass",1,1,1,3,4
These two rap songs contain acoustic drums/digital drums playing a simple beat and a beat with a 16th hihat. Strings and bells are playing the main melody. On top of that the male voice of each song is rapping over the instrumental. These songs may be played while riding in your car or while playing sports.,"medium tempo, rap, strings",medium tempo,rap,,strings,1,1,1,1,3
"A male Hindi singer sings this tragic romantic song. The  song is medium tempo with a strong percussion line with tablas and other Indian percussion, strong bass line and a  sitar or guitar playing accompaniment. The song is sad yet romantic. The audio quality is average.","medium tempo, movie soundtrack, romantic, male singer",medium tempo,movie soundtrack,romantic,male singer,1,1,1,1,4
This Scottish folk song features bagpipes playing the main melody. This is accompanied by an accordion playing the same melody in harmony. A Scottish tenor drum plays a marching beat. A bass drum plays strokes on the count. A tambourine plays a beat in the background. This song can be played in a Scottish folk programme.,"moderate tempo, folk song, tambourine, no voices",moderate tempo,folk song,,"tambourine, no voices",1,1,1,2,4
"A male vocalist sings this emphatic rock. The tempo is medium with vigorous electric guitar, synthesiser arrangement, groovy bass line and intense drumming. The vocals are soft ,sad, lonely, poignant, mellow, and melodic in contrast to the intense instrumentation. This song is Blues-Rock.","medium tempo, blues, rock, poignant, sad, male singer, groovy bass line",medium tempo,"blues, rock","poignant, sad","male singer, groovy bass line",1,2,2,2,7
This is a pop rock music piece being performed in the studio. There is a male vocalist singing melodically in the lead. The electric guitar is playing a simple tune with the bass guitar in the background. The acoustic drums are playing an upbeat rhythm with off-beat hi-hat strokes. The atmosphere is energetic. This piece could be used as the opening theme of a Korean teenage drama TV series.,"upbeat, pop rock, energetic, male vocal, bass guitar, electric guitar",upbeat,pop rock,energetic,"male vocal, bass guitar, electric guitar",1,1,1,3,6
"The low quality recording features a pop song sung by flat female vocalists singing over sustained strings melody, smooth bass, punchy snare, soft kick hits and simple hi hats. It sounds distorted and messy, since the frequencies are clashing with each other due to the bad mix. It also sounds a bit repetitive.","pop, punchy snare",,pop,,punchy snare,1,1,1,1,2
This song contains digital drums with a soft sub bass playing along every kick hit. An acoustic guitar/sitar is playing a melody with a synth sound playing a high counter melody panned to the left side of the speakers. A synth pad is playing a long note melody in a higher register. A female voice is singing the main melody. Her voice is doubled and backing voices are adding harmonies. This song may be playing in a hip-hop club.,"uptempo, r&b, digital drums, acoustic guitar",uptempo,r&b,,"digital drums, acoustic guitar",1,1,1,2,4
An acoustic piano is playing a slow melody along with strings and brass in the background playing long minor chords. A bansuri flute is playing the lead melody. The whole composition sounds sad and may be playing in a sad movie scene like Titanic.,"slow tempo, ballad, sad, strings",slow tempo,ballad,sad,strings,1,1,1,1,4
This is a British hip-hop music piece. There is a male vocal rapping in the lead. The beat in the background has its main melody being played by the acoustic guitar. A faint bass sound can be heard in the background. The rhythm is provided by an electronic drum beat. The atmosphere is hip and the sound is urban. This piece could be used in the soundtrack of a teenage drama movie that takes place in Great Britain.,"rapping, male vocal, acoustic guitar, electronic drums, bass",,rapping,,"male vocal, acoustic guitar, electronic drums, bass",1,1,1,4,5
This song contains acoustic drums with a fat kick drum and a funky bassline. The acoustic guitar is strumming chords in the background being panned to the left side of the speaker while a e-guitar panned to the right side of the speaker is playing the lead melody strumming chords with a wah-wah pedal. A male backing voice is singing the same melody in a loop. The male lead voice is singing over the backing vocals. This song may be playing on a road trip.,"medium tempo, pop, funky, e-bass, acoustic guitar, acoustic drums, e-guitar, male voice singing",medium tempo,pop,funky,"e-bass, acoustic guitar, acoustic drums, e-guitar, male voice singing",1,1,1,5,8
This is a medieval sounding music piece. There is a virtual harp playing the main melody while strings are holding the root notes of the tune. The use of these sounds induces a story-telling atmosphere similar to a bard's song. This piece would suit well with historical/adventure movies or video games. It could also be used in the background at a theater play.,"movie music, strings",,movie music,,strings,1,1,1,1,2
This song contains a male voice singing in the midrange while percussion instruments such a triangle and drums are playing a rhythm along with an e-bass. A baritone saxophone is playing a melody and someone is strumming chords and a melody on an acoustic guitar. This is an amateur recording. You can hear a high frequency tone from the recording and the sound is lagging. This song may be playing on the radio in a small village.,"medium tempo, pop, acoustic guitar, male voice singing, e-bass, drums",medium tempo,pop,,"acoustic guitar, male voice singing, e-bass, drums",1,1,1,4,6
This game music starts off with the sound of something that sounds like the fading sound of a giant's footsteps. An orchestral sound plays as well and the sounds take a pause while electronic percussion is played. This song can be played in a game lobby.,"slow tempo, electronic music, no voice",slow tempo,electronic music,,no voice,1,1,1,1,3
This instrumental pop song features the main melody played on bells. This is accompanied by percussion playing a simple beat. A tambourine plays continuously in the background and the accents are on the alternate counts when counting 8 in a bar. A ukulele plays chords in the background. An accordion sound is also heard faintly in the background. There are no voices in this song. This song has a happy and uplifting mood. This song can be played in a happy scene in a children's movie.,"upbeat, pop song, tambourine, bass, no voice",upbeat,pop song,,"tambourine, bass, no voice",1,1,1,3,5
"The low quality recording features a live performance of an indie song and it contains passionate female vocal singing over arpeggiated electric guitar melody and shimmering shakers. It is a bit noisy, there are some crowd noises and it sounds passionate, emotional and like an intro section of the song.","indie, passionate, emotional, shimmering shakers, passionate female vocal",,indie,"passionate, emotional","shimmering shakers, passionate female vocal",1,1,2,2,5
"The low quality recording features a rock song that consists of harmonizing male vocals singing over groovy piano melody, groovy bass guitar, electric guitar melody, punchy snare, soft kick hits and shimmering hi-hats. There is a short snare roll that serves as a transition into a new section. It sounds groovy and addictive.","groovy, rock, groovy bass, punchy snare",groovy,rock,,"groovy bass, punchy snare",1,1,1,2,4
"A female vocalist sings this perky pop. The tempo is medium with rhythmic acoustic guitar , groovy bass lines, keyboard accompaniment and enthusiastic drumming. The song is simple, dulcet, fresh, peppy, youthful, vibrant and punchy with sounds of crowd hooting and cheering and talking. This song is a Pop song.","medium tempo, pop, funky, energetic, keyboard harmony, female singer",medium tempo,pop,"funky, energetic","keyboard harmony, female singer",1,1,2,2,6
"The low quality recording features fruity male vocals, alongside background crowd noise, talking, after which a trap song, that consists of passionate male vocal and addictive synth brass lead melody, starts playing. It sounds exciting and passionate.","trap, passionate, exciting, passionate male vocal",,trap,"passionate, exciting",passionate male vocal,1,1,2,1,4
This is an amateur recording of a dance performance over a latin dance music piece in the style of zumba. There is a female dance instructor shouting directions to the dancers. There is a male vocalist singing melodically in the background piece. A strong bass and a loud electronic drum beat can be heard very distinctly. The atmosphere is energetic. The quality of the recording is quite poor.,"latin dance music, energetic, male vocal, female voice",,latin dance music,energetic,"male vocal, female voice",1,1,1,2,4
This is a comedic electronic remix. It is a commercial that was transformed into a hip-hop beat. The male voice narrating in the original video was put through an autotune effect to give the impression that he is rapping the words. There is a keyboard and a synth bass in the melodic background while an electronic drum beat provides the rhythmic background. The atmosphere in this piece is amusing. The tempo of the piece is slightly fast-paced.,"electronic, rapping, male voice, keyboard, electronic drums",,"electronic, rapping",,"male voice, keyboard, electronic drums",1,2,1,3,5
"This is a classical music piece with its main tune played on the theremin instrument. At the same time, a piano plays the chords in the background. It is a unique instrumental piece with a bizarre atmosphere. It could take place in the soundtrack of an art movie.","contemporary, classical, eerie, piano",contemporary,classical,eerie,piano,1,1,1,1,4
A deep male voice is talking then starts strumming chords on an acoustic guitar while blowing a melody on top with a harmonica. This song may be playing live explaining music.,"slow tempo, blues, acoustic guitar",slow tempo,blues,,acoustic guitar,1,1,1,1,3
This hip-hop song features a male voice rapping the main lyrics. This is accompanied by programmed percussion playing a simple beat. Hand claps are played on every alternate count. The synth plays a repetitive melody in loop. The bass plays the root notes of the chords in harmony with the synth. This is a moderate tempo song. This song can be played in a club.,"moderate tempo, rap, male voice, bass",moderate tempo,rap,,"male voice, bass",1,1,1,2,4
"This is a live performance of a rock music piece. There are male vocals singing melodically. The electric guitar is playing the main tune. The bass guitar is playing a simple bass line. In the rhythmic background, there is a simple acoustic drum beat. The atmosphere is cheerful. This piece can be used in the soundtrack of a feelgood TV series during the credits.","rock music, cheerful, acoustic drums, bass guitar, electric guitar",,rock music,cheerful,"acoustic drums, bass guitar, electric guitar",1,1,1,3,5
A male voice is singing loud and in a higher register while a flute is playing a counter melody. Percussions are playing a fast paced groove along with a soft minimalistic bass. In the background you can hear a synth pad playing chords. This song may be playing in a oriental barber shop.,"uptempo, pop, strings, male voice singing, bass",uptempo,pop,,"strings, male voice singing, bass",1,1,1,3,5
"The song is a middle eastern pop ballad with a singer who sounds emotional and reflective. The song is at a medium tempo. There is a violin embellishment, piano, and some relaxed pop drumming. This song would be heard in a middle eastern movie.","ballad, romantic, piano, violin",,ballad,romantic,"piano, violin",1,1,1,2,4
"This is a Christian rock piece. There is a male vocalist in the lead singing gently and melodically. A mild-tempered electric guitar is playing the main theme. There is a bass guitar holding the root notes. The rhythmic background is provided by the acoustic drums. This song has a mellow and hopeful atmosphere. Due to being religious in nature, this piece could be played in the background of Christian religious content. It could also be played at Christian religious events.","medium tempo, alternative rock, mellow, soft rock, acoustic drums, bass guitar, electric guitar, male vocal",medium tempo,alternative rock,"mellow, soft rock","acoustic drums, bass guitar, electric guitar, male vocal",1,1,2,4,8
This is a pop music piece. There is a male vocalist singing at a medium-to-high pitch in the lead. There is a melodic pad and an electric guitar sound providing the melody. A strong bass sound can be heard playing. The rhythm consists of a simple electronic drum beat. The atmosphere is energetic and danceable. This piece can be played at nightclubs and dance clubs. It could also be used during club scenes in movies.,"danceable, electronic, pop, energetic, male vocal, electronic drums",,"danceable, electronic, pop",energetic,"male vocal, electronic drums",1,3,1,2,6
"A male singer sings this emotional melody. The song is medium tempo with shakers and other percussion, keyboard accompaniment and a subtle bass line. The audio quality is poor. The song is romantic and emotional.the song is probably a music video or a movie sound track.","medium tempo, movie soundtrack, emotional, keyboard accompaniment, male singer, piano accompaniment",medium tempo,movie soundtrack,emotional,"keyboard accompaniment, male singer, piano accompaniment",1,1,1,3,6
This is a space disco music piece. It is a funky version of the Star Wars movie theme. There is a lively combination of the strings and the brass sections playing the main melody while a groovy bass guitar is playing alongside them. The rhythmic background is composed of a disco type acoustic drum beat. Robotic sounds akin to the ones that can be heard in the movie are added in the music. The atmosphere is unique and danceable. This piece could be used in retro-themed parties. It could also be playing in the background at a Star Wars themed event.,"danceable, funk, acoustic drums, bass guitar, strings",,danceable,funk,"acoustic drums, bass guitar, strings",1,1,1,3,5
"The Folk song features a passionately played sitar guitar, groovy bass and short offbeat accordion chords, followed by metallic percussive elements and punchy kick. The recording is a bit lower in quality due to loud clicky keys sounds. It sounds passionate and emotional.","folk, emotional, groovy bass, punchy kick",,folk,emotional,"groovy bass, punchy kick",1,1,1,2,4
"The low quality recording features a DJ scratching a hip hop song that consists of punchy kick and snare hits, shimmering hi hats and syncopated open hats. There are some plastic tapping sounds. The recording is noisy, in mono and it sounds groovy.","groovy, hip hop, punchy kick, punchy snare",groovy,hip hop,,"punchy kick, punchy snare",1,1,1,2,4
"A musician plays this rock instrumental. The tempo is fast with an intense, emphatic electric guitar riff and enthusiastic drumming and cymbal rides in the background and tambourine beats. The music is muffled as the sound quality is inferior. The music is energetic, enthusiastic, and animated . This is a Rock instrumental.","fast tempo, rock, tambourine, electric guitar",fast tempo,rock,,"tambourine, electric guitar",1,1,1,2,4
This song is a ballad which features a male voice singing the main melody. This is accompanied by a plucked guitar playing arpeggiated chords. There are no other instruments. There is no percussion. The mood of this song is romantic. This song can be played in a romantic movie.,"slow tempo, ballad, male voice, no percussion",slow tempo,ballad,,"male voice, no percussion",1,1,1,2,4
"A male vocalist sings this soft love song. The tempo is slow with a romantic piano accompaniment, groovy bass line, steady drumming and ambient saxophone harmony. The song is a romantic, emotional, mellow, sentimental, proposal or wedding song. This song is a R&B/Soul song.","syncopated, slow tempo, blues, soul, r&b, jazz, sentimental, emotional, romantic, steady drumming, male singer, groovy bass line","syncopated, slow tempo","blues, soul, r&b, jazz","sentimental, emotional, romantic","steady drumming, male singer, groovy bass line",2,4,3,3,12
This is a low quality audio featuring a male voice singing the main melody. Another voice sings in harmony with the main voice. /the melody is simple and repetitive. This is accompanied by percussion playing a simple beat. The bass plays the root notes of the chords. Trumpet play fills in between lines. This is a happy song. This song has a ska feel. This song can be played at a retro style dance party.,"moderate tempo, dance song, male voice, percussion, bass",moderate tempo,dance song,,"male voice, percussion, bass",1,1,1,3,5
"The Rock song features a passionate male vocal, layered with harmonizing background male vocals, singing over electric rhythm guitar chords spread widely in the stereo image, thin snare, energetic crash, groovy bass, shimmering hi hats and punchy kick hits. The drums are very reverberant, which is probably the reason why they sound softer. It sounds addictive, thanks to those harmonizing vocals, and energetic overall.","rock, energetic, groovy bass, passionate male vocal",,rock,energetic,"groovy bass, passionate male vocal",1,1,1,2,4
This classical song is played on a harpsichord. This is music for royalty or aristocrats. There are some pedal notes played on the bass part and the main melody is played on the treble part. There are no other instruments in this song. There is no percussion in this song. There are no voices in this song. This song can be played in a movie scene where a king is entering his castle.,"moderate tempo, classical music, no percussion, no voices",moderate tempo,classical music,,"no percussion, no voices",1,1,1,2,4
"This is a live performance of a salsa music piece. The melody is being played by loud and high-pitched trumpets with the backing of the piano and the bass guitar. In the rhythmic background, a group of latin percussive elements are playing such as cowbell and maracas. The atmosphere is vibrant and sensual. This piece could be included in the soundtrack of a romance movie that takes place in the Caribbeans or Latin America.","latin dance music, sensual, joyful, piano, bass guitar",,latin dance music,"sensual, joyful","piano, bass guitar",1,1,2,2,5
This is a country/western swing music piece. There is a male vocalist singing melodically in the lead with a story-telling attitude. The main tune is being played by the electric guitar with a bass guitar backing. The rhythm is being played by the acoustic drums. The atmosphere is easygoing. This piece could be playing in the background at an American roadside diner.,"groovy, country music, acoustic drums, bass guitar, electric guitar, male vocal",groovy,country music,,"acoustic drums, bass guitar, electric guitar, male vocal",1,1,1,4,6
This is an afrobeat remix of a hip-hop music piece. There is a male vocalist singing in a rap-like manner. A repeated hollering sample can be heard. The rhythmic background is provided by a variety of afro percussion elements. There is a danceable feel to it. This piece could be played at nightclubs or dance clubs. It could also be used as an accompaniment piece at a modern dance course.,"afrobeat, danceable, male vocal",afrobeat,danceable,,male vocal,1,1,1,1,3
"This folk song features a variety of instruments. The main melody is played on a violin, flute and accordion. The double bass plays a running bass pattern. An acoustic guitar strums chords. A hammered dulcimer plays parts that give a percussive feel. There are no voices in this song. This is an instrumental song. This song can be played in a luxurious and lively brunch.","moderate tempo, folk song, happy mood, violin, no voice, no voices, flute",moderate tempo,folk song,happy mood,"violin, no voice, no voices, flute",1,1,1,4,7
"This is a musical piece. There is a story-telling mood in this piece. The female vocalist is singing about her troubles in a complaining manner. There are many instruments in the melodic background such as piano, strings, flute and upright bass. The atmosphere of the piece is easygoing and comedic.","movie music, piano, strings, female vocal, flute",,movie music,,"piano, strings, female vocal, flute",1,1,1,4,5
This is an electronic music piece performed by a DJ. There is a heavy use of the turntable adding the repeated scratching effect. A male voice sample can be heard alongside the scratching. In the backing track there is an electric guitar playing the melody while a simple electronic drum beat provides the rhythmic background.,"electronic music, male voice, electric guitar, electronic drums",,electronic music,,"male voice, electric guitar, electronic drums",1,1,1,3,4
"The low quality recording features a hip hop song that consists of groovy bass, groovy piano chords, shimmering hi-hats and punchy kick and snare hits over sword slicing, blood spillage and grunting sound effects. Overall the song is very groovy, bright and judging by the volume of the sounds, it could be an Animated Music Video.","groovy, groovy piano chords, hip hop, groovy bass, punchy kick, punchy snare","groovy, groovy piano chords",hip hop,,"groovy bass, punchy kick, punchy snare",2,1,1,3,6
This audio contains a lot of different percussive instruments spread to both sides of the speakers. In the background you can hear a laughing sample in a high pitch. A male voice is singing in a higher pitch than a female voice takes over singing. A doorbell is ringing. An acoustic guitar is strumming chords. This song may be playing at an open air festival where everybody can dance along.,"uptempo, pop, acoustic guitar, e-bass",uptempo,pop,,"acoustic guitar, e-bass",1,1,1,2,4
This audio is of a low quality recording. It is a hip-hop song featuring a male voice singing the main melody. This is accompanied by a female voice singing vocals in an angelic voice in the background. Programmed percussion plays a simple beat with the hi-hat being struck at every count. The bass plays the root notes of the chords. The bass notes are allowed to ring. This song has a slow tempo. This song can be played in a club.,"slow tempo, dance song, male voice, bass",slow tempo,dance song,,"male voice, bass",1,1,1,2,4
"This music is a Jazz instrumental. The tempo is medium with a groovy bass one, smooth harmony on acoustic guitar and rim shots.The music is smooth, lively, informal, chill, ambient and atmospheric with the sound of musicians talking to each other.","polyrhythms, medium tempo, ambient, jazz, energetic, groovy bass line","polyrhythms, medium tempo","ambient, jazz",energetic,groovy bass line,2,2,1,1,6
"The low quality recording features a rock song that consists of reverberant male vocal singing over groovy bass, short electric guitar chords, punchy snare, soft kick hits, shimmering hi hats and soft crash cymbals. The reverb of the vocal is located in the right channel of the stereo image, which makes it sound interesting. It is easygoing and groovy.","groovy, rock, groovy bass, punchy snare",groovy,rock,,"groovy bass, punchy snare",1,1,1,2,4
This song contains digital drums with a kick on every beat and an open hi hat on the backbeat. A synth bass is playing a melody along with an e-bass. A male voice is singing along with a male backing singer. The crowd is cheering and singing along. This is an amateur recording and of poor audio-quality. This song may be playing at a live concert.,"uptempo, pop, digital drums, bass",uptempo,pop,,"digital drums, bass",1,1,1,2,4
"This is the opening of a reggae song played live during a performance. There is a saxophone playing a solo as the lead. An electric guitar and a bass guitar play the tune in the background. The acoustic drums follow a basic, repetitive reggae beat. The song could be played at a bar or a coffee house.","reggae, acoustic drums, bass guitar, electric guitar",,reggae,,"acoustic drums, bass guitar, electric guitar",1,1,1,3,4
"This music is a Jazz instrumental. The tempo is slow with emphatic brass and wind instrumentation, with cello and jazz drumming. The trumpets are emphatic with a lively trombone riff. The other instruments add a rich, dense layer to the music. It is intense, complex, ambient, groovy and pleasant. This music is a Jazz instrumental.5.","groovy, polyrhythms, slow tempo, blues, ambient, jazz, intense, cello, trumpets","groovy, polyrhythms, slow tempo","blues, ambient, jazz",intense,"cello, trumpets",3,3,1,2,9
This is a rap music piece played behind a rollerskating video. The sound of the skaters can be heard faintly throughout the recording. There is a male voice rapping at the forefront while other voices can be heard singing melodically in the background and ad-libbing occasionally. There is a mild keyboard playing the tune while a loud electronic drum beat is playing the rhythm. The atmosphere of this piece is groovy and urban.,"medium tempo, groovy, rapping, aggressive, keyboard, electronic drums","medium tempo, groovy",rapping,aggressive,"keyboard, electronic drums",2,1,1,2,6
"The low quality recording features a metal song that consists of aggressive electric guitar melody, distorted bass guitar, shimmering cymbals and muffled kick and snare hits. It sounds energetic, but also harsh, messy, distorted, muddy and loud, since the frequencies are clashing with each other. The volume of the song is dwindling occasionally, making it a really low quality sounding track.","metal, harsh, energetic, shimmering cymbals",,metal,"harsh, energetic",shimmering cymbals,1,1,2,1,4
"The low quality recording features a metal song that consists of female opera vocal singing over double pedal kick, punchy snare, energetic cymbals, wide electric guitar melody and groovy bass guitar. It sounds aggressive, energetic and upbeat.","upbeat, metal, energetic, aggressive, groovy bass, punchy snare",upbeat,metal,"energetic, aggressive","groovy bass, punchy snare",1,1,2,2,6
"A female vocalist sings this pleasant chant. The song is medium fast tempo with groovy basslines, mellifluous flute, steel pan beat,small hand cymbals and synthesiser arrangement. The song is sweet, melodic, hypnotic, enthralling, enigmatic, trance-like, trippy and psychedelic. This song is a contemporary indian worship song.","contemporary, groovy bass lines, medium fast tempo, trance, hypnotic, meditative, keyboard accompaniment, female singer","contemporary, groovy bass lines, medium fast tempo",trance,"hypnotic, meditative","keyboard accompaniment, female singer",3,1,2,2,8
"The song is an instrumental. The song is medium tempo with various percussion hits, groovy bass line, steady drumming rhythm and keyboard playing beep tones. The song is experimental and groovy. The song is modern electronic dance music with a poor audio quality recording.","medium tempo, electronic dance music, mysterious, groovy bass line",medium tempo,electronic dance music,mysterious,groovy bass line,1,1,1,1,4
"A male vocalist sings this spirited song. The tempo is medium fast with enthusiastic trumpet, funky keyboard harmony, groovy bass lines, slick drumming and piano accompaniment. The song is simple,spirited, enthusiastic, energetic and buoyant. This song is an R&B/Soul.","fast tempo, soul, piano accompaniment, male singer, tambourine",fast tempo,soul,,"piano accompaniment, male singer, tambourine",1,1,1,3,5
"The low quality recording features a blues song that consists of throaty male vocals, alongside harmonizing male vocals, singing over electric guitar melody, brass melody, shimmering hi hats, punchy snare and kick hits and walking double bass. It is a bit noisy and it sounds funky, groovy, happy, fun and vintage - like something you would want to dance to.","groovy, blues, funky, happy, fun, punchy kick, punchy snare",groovy,blues,"funky, happy, fun","punchy kick, punchy snare",1,1,3,2,7
This song contains a digital drum playing a simple pattern with a kick and a snare sound. Synthesizers are playing a repeating melody in the higher register. Another synth sound is playing a more aggressive lead sound with a countermelody. A string sample is being used to create a short hit. This song may be playing during a car ride.,"medium to uptempo, rap, digital drums",medium to uptempo,rap,,digital drums,1,1,1,1,3
This is an amateur DJ set performance with a turntable scratched over an electronic music piece with eurobeat characteristics. The track has a repeating fuzzy bass with a repeating loud electronic drum as the rhythmic background. There is an android voice singing the same words over and over.,"dance, electronic music, electronic drums",,"dance, electronic music",,electronic drums,1,2,1,1,3
This recording contains two songs. Both of them have a digital drum playing along with a sub bass and a wide synthesizer lead melody. On one a male voice is singing in a higher register. on the other a female voice is singing with female backing voices. These songs may be playing in a club.,"medium to uptempo, pop, digital drums, male voice singing",medium to uptempo,pop,,"digital drums, male voice singing",1,1,1,2,4
"The low quality recording features a live performance of a jazz song and it consists of a passionate female vocalist singing over groovy piano melody, saxophone melody, groovy bass, shimmering hi hats, punchy snare and soft kick hits. It sounds passionate, soulful and the recording is noisy and in mono.","jazz, soulful, passionate, groovy bass, punchy snare, passionate female vocal",,"jazz, soulful",passionate,"groovy bass, punchy snare, passionate female vocal",1,2,1,3,6
"A male vocalist sings this trippy Electronic song. The tempo is slow with synthesiser arrangement, digital drums and electronically articulated music. The song is catchy, youthful, enthusiastic, trippy, psychedelic , new age, and groovy. This song is an Electro -Hop/ Hip-Hop.","slow tempo, trap, rap, electronic music, psychedelic, hypnotic, digital drums, male vocalist",slow tempo,"trap, rap, electronic music","psychedelic, hypnotic","digital drums, male vocalist",1,3,2,2,8
"A four chord modern hip hop/ R&B production featuring synthesizer pads, electronic drums, a female vocalist in a minor key.","hip hop, r&b, electronic drums",,"hip hop, r&b",,electronic drums,1,2,1,1,3
"This is a funk piece. It has an electronic drum beat with heavy use of claps in the rhythmic background. A synth with an organ sound is playing the melody, but it is filled with effects, so the sound is constantly changing. A fuzzy sounding bass is playing a funky groove in the background. There is an eccentric atmosphere. This piece could be used in the soundtracks of young-adult cartoons.","groovy, dance, funk, claps, electronic drums",groovy,dance,funk,"claps, electronic drums",1,1,1,2,5
"This music is instrumental. The tempo is fast with a spirited harpsichord, contrasting melancholic violin harmony, flute, cello , viola and piano accompaniment. The music is complex, syncopated , melancholic, wistful, anxious and restless. This music is a Western Classical Piece.","syncopated harmony, fast tempo, classical, melancholic, chaotic, piano accompaniment, cello, flute","syncopated harmony, fast tempo",classical,"melancholic, chaotic","piano accompaniment, cello, flute",2,1,2,3,8
"The song is an instrumental. The tempo is medium fast with a strong techno drumming groove, strong bass line, keyboard harmony and various percussion hits. The song is energetic and passionate. The audio quality is poor.","groovy music, medium fast tempo, electronic dance music, people dancing, energetic, keyboard harmony","groovy music, medium fast tempo",electronic dance music,"people dancing, energetic",keyboard harmony,2,1,2,1,6
The song is an instrumental. The song is slow tempo with a violin and cello playing a duet with no other instrumentation. The song is emotional and extremely heartfelt. The song is a western classical music hit.,"western classical music, sentimental, passionate, emotional, romantic, orchestra",,western classical music,"sentimental, passionate, emotional, romantic",orchestra,1,1,4,1,6
"This is an R&B/neo-soul music piece. There is a male vocalist in the lead singing melodically. The main tune is being played by the electric guitar and the keyboard. There is a strong and groovy bass sound. The rhythmic background consists of a slow tempo electronic drum beat. The atmosphere is sentimental. This piece could be used in the soundtrack of a romantic comedy movie that takes place in the big city, especially during the scenes where a character is going through the feeling of heartbreak.","groovy, slow tempo, r&b, sentimental, melancholic, male vocal, keyboard, electric guitar, electronic drums","groovy, slow tempo",r&b,"sentimental, melancholic","male vocal, keyboard, electric guitar, electronic drums",2,1,2,4,9
