instrument_tags,mood_tags,genre_tags,tempo_tags,aspect_list,id
"flute, acoustic guitar, drums, male singer, electric guitar, keyboard accompaniment","energetic, soft rock, passionate, weird","gospel, folk, hip hop, electronic, techno, soul, metal, house, soulful",upbeat,"flute, acoustic guitar, drums, male singer, electric guitar, keyboard accompaniment, energetic, soft rock, passionate, weird, gospel, folk, hip hop, electronic, techno, soul, metal, house, soulful, upbeat",sample_0827
bass guitar,"emotional, melancholic","cinematic, house, metal",groovy,"bass guitar, emotional, melancholic, cinematic, house, metal, groovy",sample_0828
"electronic drums, guitar solo","eerie, calming, positive, soft rock, cheerful","chill, ambient noises, soulful, electronic",rhythmic patter,"electronic drums, guitar solo, eerie, calming, positive, soft rock, cheerful, chill, ambient noises, soulful, electronic, rhythmic patter",sample_0829
"groovy bass, keyboard harmony, punchy snare, acoustic drums",funk,blues,"contemporary, fast tempo","groovy bass, keyboard harmony, punchy snare, acoustic drums, funk, blues, contemporary, fast tempo",sample_0830
"acoustic guitar, claps, punchy snare, keyboard accompaniment, trumpets, passionate female vocal",gentle,"folk, electronic music, soulful","medium fast tempo, rhythm","acoustic guitar, claps, punchy snare, keyboard accompaniment, trumpets, passionate female vocal, gentle, folk, electronic music, soulful, medium fast tempo, rhythm",sample_0831
"female singer, flat male vocal, orchestra","energetic, chaotic",pop,fast tempo,"female singer, flat male vocal, orchestra, energetic, chaotic, pop, fast tempo",sample_0832
"groovy bass line, groovy bass, tambourine, drums","energetic, joyful, heavy metal, intense",folk song,medium tempo,"groovy bass line, groovy bass, tambourine, drums, energetic, joyful, heavy metal, intense, folk song, medium tempo",sample_0833
"male vocal, steady drumming, electric guitar, bass",sentimental,"classical music, latin dance music, movie music, pop, rock music, danceable",polyrhythms,"male vocal, steady drumming, electric guitar, bass, sentimental, classical music, latin dance music, movie music, pop, rock music, danceable, polyrhythms",sample_0834
keyboard harmony,"romantic, nostalgic, melancholic, gentle, mellow",soul,slick drumming rhythm,"keyboard harmony, romantic, nostalgic, melancholic, gentle, mellow, soul, slick drumming rhythm",sample_0835
"keyboard accompaniment, punchy kick, groovy bass line, male voice","nostalgic, psychedelic, melancholic, fun","house, pop, dance, rapping, ambient noises",rhythmic patter,"keyboard accompaniment, punchy kick, groovy bass line, male voice, nostalgic, psychedelic, melancholic, fun, house, pop, dance, rapping, ambient noises, rhythmic patter",sample_0836
"bass guitar, acoustic guitar",playful,"movie music, folk, rapping, hip hop, dance music, reggae, trance",syncopated harmony,"bass guitar, acoustic guitar, playful, movie music, folk, rapping, hip hop, dance music, reggae, trance, syncopated harmony",sample_0837
trumpets,"emotional, harsh, sad, exciting, gentle",metal,"uptempo, fast tempo, groovy","trumpets, emotional, harsh, sad, exciting, gentle, metal, uptempo, fast tempo, groovy",sample_0838
"piano, acoustic drums","psychedelic, sensual","gospel, folk, pop rock, country, rock, ambient sounds, soulful",uptempo,"piano, acoustic drums, psychedelic, sensual, gospel, folk, pop rock, country, rock, ambient sounds, soulful, uptempo",sample_0839
flute,sensual,electro pop,groovy,"flute, sensual, electro pop, groovy",sample_0840
"keyboard accompaniment, male voice singing, female vocal, male vocal, no voices",funky,"folk music, dance","upbeat, uptempo, slow tempo","keyboard accompaniment, male voice singing, female vocal, male vocal, no voices, funky, folk music, dance, upbeat, uptempo, slow tempo",sample_0841
"steady drumming rhythm, groovy bass","soothing, passionate, exciting, dramatic",western classical music,groovy,"steady drumming rhythm, groovy bass, soothing, passionate, exciting, dramatic, western classical music, groovy",sample_0842
female singer,"suspenseful, chaotic, calm","dance song, rock","groovy, groovy synth bass, medium to uptempo, distorted guitar rhythm, steady rhythm, rhythmic beat, beatbox","female singer, suspenseful, chaotic, calm, dance song, rock, groovy, groovy synth bass, medium to uptempo, distorted guitar rhythm, steady rhythm, rhythmic beat, beatbox",sample_0843
tambourine,"joyful, aggressive, spiritual, hard rock, passionate, calm, meditative, melancholic, emotional, inspiring","rock, trance","groovy, groovy synth bass, medium tempo","tambourine, joyful, aggressive, spiritual, hard rock, passionate, calm, meditative, melancholic, emotional, inspiring, rock, trance, groovy, groovy synth bass, medium tempo",sample_0844
steady drumming rhythm,fun,"electronic music, reggae, dance pop, jazz","uptempo, slow tempo","steady drumming rhythm, fun, electronic music, reggae, dance pop, jazz, uptempo, slow tempo",sample_0845
"e-guitar, piano, e-bass, female voice","hypnotic, aggressive","soul, folk song, meditation, electronic dance music","rising pattern, groovy","e-guitar, piano, e-bass, female voice, hypnotic, aggressive, soul, folk song, meditation, electronic dance music, rising pattern, groovy",sample_0846
"male voice singing, electric guitar, digital drums, acoustic guitar","gentle, dramatic, passionate, energetic",electronic dance music,"uptempo, medium tempo","male voice singing, electric guitar, digital drums, acoustic guitar, gentle, dramatic, passionate, energetic, electronic dance music, uptempo, medium tempo",sample_0847
"shimmering cymbals, drums, no voice, groovy bass, e-bass, flute",dark,"rock music, pop rock","rhythmic patter, medium to uptempo","shimmering cymbals, drums, no voice, groovy bass, e-bass, flute, dark, rock music, pop rock, rhythmic patter, medium to uptempo",sample_0848
flat male vocal,"suspenseful, fun, aggressive","metal, hip hop","afrobeat, groovy rhythm","flat male vocal, suspenseful, fun, aggressive, metal, hip hop, afrobeat, groovy rhythm",sample_0849
"male vocal, electric guitar, e-bass, shimmering cymbals","meditative, passionate, energetic, happy, inspiring, nostalgic","meditation, dance pop, dance, folk, ambient, movie soundtrack, latin dance music, techno","rhythm, dance groove, medium tempo, rhythmic acoustic guitar, syncopated","male vocal, electric guitar, e-bass, shimmering cymbals, meditative, passionate, energetic, happy, inspiring, nostalgic, meditation, dance pop, dance, folk, ambient, movie soundtrack, latin dance music, techno, rhythm, dance groove, medium tempo, rhythmic acoustic guitar, syncopated",sample_0850
"male voice singing, male singer, male vocalist, passionate male vocal, guitar","mellow, intense","dance music, classical, trance",groovy drumming rhythm,"male voice singing, male singer, male vocalist, passionate male vocal, guitar, mellow, intense, dance music, classical, trance, groovy drumming rhythm",sample_0851
e-bass,happy,gospel,medium tempo,"e-bass, happy, gospel, medium tempo",sample_0852
"female singer, female voice, flat male vocal, no voices, no voice, drums","intense, energetic, passionate, positive",pop,"moderate tempo, syncopated harmony, uptempo","female singer, female voice, flat male vocal, no voices, no voice, drums, intense, energetic, passionate, positive, pop, moderate tempo, syncopated harmony, uptempo",sample_0853
"flute, bass","exciting, sad, weird, meditative",soulful,"beatboxing, groovy rhythm","flute, bass, exciting, sad, weird, meditative, soulful, beatboxing, groovy rhythm",sample_0854
"steady drumming rhythm, male vocalist, punchy kick, steady drumming","dark, happy, playful, fun","electro pop, electronic, classical, pop rock","groovy, slow, dance rhythm, upbeat","steady drumming rhythm, male vocalist, punchy kick, steady drumming, dark, happy, playful, fun, electro pop, electronic, classical, pop rock, groovy, slow, dance rhythm, upbeat",sample_0855
"piano, acoustic guitar, bass guitar",nostalgic,"rock music, pop, electronic dance music","slow tempo, polyrhythms, 4 on the floor kick pattern","piano, acoustic guitar, bass guitar, nostalgic, rock music, pop, electronic dance music, slow tempo, polyrhythms, 4 on the floor kick pattern",sample_0856
"digital drums, male vocal, groovy bass, percussion","eerie, happy, mellow, joyful, exciting, suspenseful","latin dance music, electronic, trance","groovy music, medium fast tempo","digital drums, male vocal, groovy bass, percussion, eerie, happy, mellow, joyful, exciting, suspenseful, latin dance music, electronic, trance, groovy music, medium fast tempo",sample_0857
"passionate male vocal, punchy kick, no voices, acoustic drums, acoustic guitar","energetic, emotional, hypnotic, dramatic",folk,slow rock,"passionate male vocal, punchy kick, no voices, acoustic drums, acoustic guitar, energetic, emotional, hypnotic, dramatic, folk, slow rock",sample_0858
"bass, keyboard accompaniment, drums, digital drums, male vocalist",weird,"r&b, movie soundtrack","beatboxing, rhythmic, fast tempo","bass, keyboard accompaniment, drums, digital drums, male vocalist, weird, r&b, movie soundtrack, beatboxing, rhythmic, fast tempo",sample_0859
shimmering cymbals,chaotic,pop song,groovy double bass,"shimmering cymbals, chaotic, pop song, groovy double bass",sample_0860
"tambourine, electric guitar","spiritual, melancholic, intense",classical music,fast tempo,"tambourine, electric guitar, spiritual, melancholic, intense, classical music, fast tempo",sample_0861
"no voice, keyboard","funky, joyful, suspenseful, passionate, happy mood, poignant, calm",jazz,"moderate tempo, dance rhythm, rhythmic, uptempo, upbeat","no voice, keyboard, funky, joyful, suspenseful, passionate, happy mood, poignant, calm, jazz, moderate tempo, dance rhythm, rhythmic, uptempo, upbeat",sample_0862
"cello, keyboard harmony, groovy bass line","happy, suspenseful, inspiring","dance pop, dance","strong drumming rhythm, medium tempo, medium to uptempo, slow tempo","cello, keyboard harmony, groovy bass line, happy, suspenseful, inspiring, dance pop, dance, strong drumming rhythm, medium tempo, medium to uptempo, slow tempo",sample_0863
e-bass,hypnotic,orchestral,uptempo,"e-bass, hypnotic, orchestral, uptempo",sample_0864
"e-guitar, punchy kick, flat male vocal, male vocal, guitar solo",people dancing,"electronic music, danceable, jazz, cinematic, pop rock, movie soundtrack","groovy, slow rock, rhythmic patter","e-guitar, punchy kick, flat male vocal, male vocal, guitar solo, people dancing, electronic music, danceable, jazz, cinematic, pop rock, movie soundtrack, groovy, slow rock, rhythmic patter",sample_0865
keyboard,calming,pop song,"beatboxing, uptempo, fast tempo, dance rhythm, groovy bass lines","keyboard, calming, pop song, beatboxing, uptempo, fast tempo, dance rhythm, groovy bass lines",sample_0866
"guitar solo, bass, keyboard accompaniment, female voice","playful, romantic, epic, dramatic",danceable,medium fast tempo,"guitar solo, bass, keyboard accompaniment, female voice, playful, romantic, epic, dramatic, danceable, medium fast tempo",sample_0867
"guitar solo, flute, male vocalist","joyful, energetic, funk",folk,slow tempo,"guitar solo, flute, male vocalist, joyful, energetic, funk, folk, slow tempo",sample_0868
passionate female vocal,"mellow, emotional, mysterious, scary","techno, electronic dance music, western classical music, country, pop rock, country music",afrobeats,"passionate female vocal, mellow, emotional, mysterious, scary, techno, electronic dance music, western classical music, country, pop rock, country music, afrobeats",sample_0869
"electronic drums, keyboard accompaniment, electric guitar, keyboard, passionate female vocal, groovy bass, keyboard harmony, violin, male singer, digital drums, female singer","dramatic, joyful, dreamy","danceable, folk, trance, rock music, country music",medium tempo,"electronic drums, keyboard accompaniment, electric guitar, keyboard, passionate female vocal, groovy bass, keyboard harmony, violin, male singer, digital drums, female singer, dramatic, joyful, dreamy, danceable, folk, trance, rock music, country music, medium tempo",sample_0870
"acoustic drums, drums, e-bass, percussion, groovy bass line",exciting,pop rock,"slow tempo, groovy rhythm","acoustic drums, drums, e-bass, percussion, groovy bass line, exciting, pop rock, slow tempo, groovy rhythm",sample_0871
"female vocal, cello","scary, fun, sensual, emotional, dramatic",soulful,medium tempo,"female vocal, cello, scary, fun, sensual, emotional, dramatic, soulful, medium tempo",sample_0872
"groovy bass, flat male vocal, claps, piano accompaniment, male vocal",spiritual,"soul, pop, rock, dance music",groovy bass lines,"groovy bass, flat male vocal, claps, piano accompaniment, male vocal, spiritual, soul, pop, rock, dance music, groovy bass lines",sample_0873
"male singer, claps, guitar solo, acoustic drums, e-guitar","emotional, soft rock, psychedelic, passionate, energetic","hip hop, dance pop","beatboxing, groovy bassline, medium to uptempo, medium tempo, contemporary","male singer, claps, guitar solo, acoustic drums, e-guitar, emotional, soft rock, psychedelic, passionate, energetic, hip hop, dance pop, beatboxing, groovy bassline, medium to uptempo, medium tempo, contemporary",sample_0874
"female vocal, trumpets, cello","happy, suspenseful, positive, epic, gentle, hard rock, calm",danceable,medium to uptempo,"female vocal, trumpets, cello, happy, suspenseful, positive, epic, gentle, hard rock, calm, danceable, medium to uptempo",sample_0875
"female voice, no singer, acoustic drums, electric guitar, punchy snare, punchy kick, male voice, male vocal","cheerful, sentimental, passionate, emotional, positive","chill, cinematic, rap, western classical music, hip hop","groovy music, slick drumming rhythm, strong drumming rhythm, moderate tempo, slow tempo","female voice, no singer, acoustic drums, electric guitar, punchy snare, punchy kick, male voice, male vocal, cheerful, sentimental, passionate, emotional, positive, chill, cinematic, rap, western classical music, hip hop, groovy music, slick drumming rhythm, strong drumming rhythm, moderate tempo, slow tempo",sample_0876
"keyboard harmony, guitar, no percussion, electric guitar, male vocal, acoustic drums","mysterious, cheerful, dreamy, exciting, funk, sentimental, hard rock, positive, suspenseful","latin dance music, ballad, cinematic, meditation","groovy, groovy bass lines, rhythmic beat, slow to medium tempo, afrobeat","keyboard harmony, guitar, no percussion, electric guitar, male vocal, acoustic drums, mysterious, cheerful, dreamy, exciting, funk, sentimental, hard rock, positive, suspenseful, latin dance music, ballad, cinematic, meditation, groovy, groovy bass lines, rhythmic beat, slow to medium tempo, afrobeat",sample_0877
"punchy kick, flat male vocal, female singer, groovy bass","emotional, fun","ambient noises, soul, movie soundtrack, classical, r&b, electronic music, orchestral, house",slow tempo,"punchy kick, flat male vocal, female singer, groovy bass, emotional, fun, ambient noises, soul, movie soundtrack, classical, r&b, electronic music, orchestral, house, slow tempo",sample_0878
"male vocal, punchy snare, drums",happy mood,folk song,upbeat,"male vocal, punchy snare, drums, happy mood, folk song, upbeat",sample_0879
"keyboard, bass guitar","sentimental, psychedelic, soft, fun, aggressive, gentle, happy",folk song,medium tempo,"keyboard, bass guitar, sentimental, psychedelic, soft, fun, aggressive, gentle, happy, folk song, medium tempo",sample_0880
"punchy kick, groovy bass line, female vocal",happy,"trance, classical",dance groove,"punchy kick, groovy bass line, female vocal, happy, trance, classical, dance groove",sample_0881
acoustic drums,"calm, emotional, weird, romantic, fun","pop, electronic music, ballad, trap, country music, soul, rock music, dance, rock","medium tempo, groovy, fast tempo, uptempo","acoustic drums, calm, emotional, weird, romantic, fun, pop, electronic music, ballad, trap, country music, soul, rock music, dance, rock, medium tempo, groovy, fast tempo, uptempo",sample_0882
"keyboard accompaniment, digital drums, acoustic guitar","intense, passionate, soothing, romantic, hypnotic, happy mood","danceable, blues","medium to uptempo, groovy drumming rhythm, groovy","keyboard accompaniment, digital drums, acoustic guitar, intense, passionate, soothing, romantic, hypnotic, happy mood, danceable, blues, medium to uptempo, groovy drumming rhythm, groovy",sample_0883
"e-guitar, acoustic guitar","passionate, energetic, romantic, psychedelic",alternative rock,uptempo,"e-guitar, acoustic guitar, passionate, energetic, romantic, psychedelic, alternative rock, uptempo",sample_0884
"male singer, bass guitar, strings, digital drums, steady drumming, guitar, no singer","calming, romantic, emotional, playful, suspenseful, poignant, weird","folk song, ambient sounds, classical, alternative rock, ballad, soulful, trap, rock, metal, folk music","slow to medium tempo, beat boxing, upbeat, medium fast tempo","male singer, bass guitar, strings, digital drums, steady drumming, guitar, no singer, calming, romantic, emotional, playful, suspenseful, poignant, weird, folk song, ambient sounds, classical, alternative rock, ballad, soulful, trap, rock, metal, folk music, slow to medium tempo, beat boxing, upbeat, medium fast tempo",sample_0885
"groovy bass, electronic drums, female vocal, acoustic guitar, male voice, electric guitar, tambourine, acoustic drums","hard rock, soft rock","dance, soul, rapping, ambient noises, pop",slow tempo,"groovy bass, electronic drums, female vocal, acoustic guitar, male voice, electric guitar, tambourine, acoustic drums, hard rock, soft rock, dance, soul, rapping, ambient noises, pop, slow tempo",sample_0886
"punchy kick, strings, e-guitar, passionate male vocal","melancholic, intense","classical music, dance, ambient, electronic music",moderate tempo,"punchy kick, strings, e-guitar, passionate male vocal, melancholic, intense, classical music, dance, ambient, electronic music, moderate tempo",sample_0887
"female voice, male voice singing, digital drums",gentle,"rock, rock music, ambient noises",afrobeat,"female voice, male voice singing, digital drums, gentle, rock, rock music, ambient noises, afrobeat",sample_0888
"passionate male vocal, percussion, groovy bass line",funky,cinematic,"groovy drumming rhythm, rhythm, medium tempo","passionate male vocal, percussion, groovy bass line, funky, cinematic, groovy drumming rhythm, rhythm, medium tempo",sample_0889
"passionate female vocal, bass, male vocal, male voice",psychedelic,dance music,"groovy music, medium tempo, moderate tempo, groovy, afrobeats","passionate female vocal, bass, male vocal, male voice, psychedelic, dance music, groovy music, medium tempo, moderate tempo, groovy, afrobeats",sample_0890
"groovy bass, no singer, no voice, keyboard accompaniment",hard rock,"danceable, trap",mid tempo,"groovy bass, no singer, no voice, keyboard accompaniment, hard rock, danceable, trap, mid tempo",sample_0891
keyboard accompaniment,joyful,electronic music,fast tempo,"keyboard accompaniment, joyful, electronic music, fast tempo",sample_0892
no voices,"hypnotic, soft, meditative, passionate, playful, cheerful","folk, ambient noises, soulful, danceable","beatbox, medium fast tempo","no voices, hypnotic, soft, meditative, passionate, playful, cheerful, folk, ambient noises, soulful, danceable, beatbox, medium fast tempo",sample_0893
"no voices, orchestra, electric guitar, male vocal","positive, playful, sentimental, aggressive",soulful,moderate tempo,"no voices, orchestra, electric guitar, male vocal, positive, playful, sentimental, aggressive, soulful, moderate tempo",sample_0894
male vocalist,"emotional, happy mood, sensual, scary",classical music,"groovy, moderate tempo, uptempo, slower tempo","male vocalist, emotional, happy mood, sensual, scary, classical music, groovy, moderate tempo, uptempo, slower tempo",sample_0895
"steady drumming, male voice, acoustic drums","eerie, joyful, sad, people dancing","rapping, folk song, movie music, electronic music, classical",groovy double bass,"steady drumming, male voice, acoustic drums, eerie, joyful, sad, people dancing, rapping, folk song, movie music, electronic music, classical, groovy double bass",sample_0896
punchy kick,hypnotic,classical,medium tempo,"punchy kick, hypnotic, classical, medium tempo",sample_0897
punchy snare,sad,"metal, pop, rock, house, soul, movie soundtrack",medium fast tempo,"punchy snare, sad, metal, pop, rock, house, soul, movie soundtrack, medium fast tempo",sample_0898
"punchy snare, steady drumming, acoustic guitar, groovy bass, electric guitar",energetic,"latin dance music, blues, pop, ambient noises","beatbox, rising pattern, mid tempo, groovy","punchy snare, steady drumming, acoustic guitar, groovy bass, electric guitar, energetic, latin dance music, blues, pop, ambient noises, beatbox, rising pattern, mid tempo, groovy",sample_0899
"male singer, piano accompaniment","fun, calming","dance music, dance pop, r&b, danceable, cinematic, rapping, folk music, country","beatbox, dance rhythm, medium fast tempo, syncopated","male singer, piano accompaniment, fun, calming, dance music, dance pop, r&b, danceable, cinematic, rapping, folk music, country, beatbox, dance rhythm, medium fast tempo, syncopated",sample_0900
"male singer, digital drums","dreamy, happy",electro pop,"dance groove, syncopated rhythms, slow tempo, moderate tempo","male singer, digital drums, dreamy, happy, electro pop, dance groove, syncopated rhythms, slow tempo, moderate tempo",sample_0901
"male vocal, trumpets","romantic, sentimental, chaotic","soul, techno","groovy bass lines, syncopated rhythms, uptempo, dance rhythm, fast tempo, groovy piano chords, medium to uptempo","male vocal, trumpets, romantic, sentimental, chaotic, soul, techno, groovy bass lines, syncopated rhythms, uptempo, dance rhythm, fast tempo, groovy piano chords, medium to uptempo",sample_0902
keyboard harmony,"scary, happy mood, emotional","rap, electronic music","strong drumming rhythm, slower to medium tempo","keyboard harmony, scary, happy mood, emotional, rap, electronic music, strong drumming rhythm, slower to medium tempo",sample_0903
steady drumming,"energetic, exciting",cinematic,groovy piano chords,"steady drumming, energetic, exciting, cinematic, groovy piano chords",sample_0904
male voice singing,"exciting, inspiring, happy, passionate, energetic, weird","country music, western classical music",moderate tempo,"male voice singing, exciting, inspiring, happy, passionate, energetic, weird, country music, western classical music, moderate tempo",sample_0905
"steady drumming rhythm, electric guitar, digital drums, e-guitar",weird,"ambient, classical music, cinematic, dance music, meditation, country music, pop rock","afrobeat, uptempo","steady drumming rhythm, electric guitar, digital drums, e-guitar, weird, ambient, classical music, cinematic, dance music, meditation, country music, pop rock, afrobeat, uptempo",sample_0906
"bass, percussion, e-guitar, e-bass, electronic drums, tambourine","mysterious, cheerful, soft","pop rock, pop, orchestral, jazz, ballad, techno, country music",syncopated rhythms,"bass, percussion, e-guitar, e-bass, electronic drums, tambourine, mysterious, cheerful, soft, pop rock, pop, orchestral, jazz, ballad, techno, country music, syncopated rhythms",sample_0907
"punchy snare, drums, male singer",energetic,rock music,"medium tempo, upbeat","punchy snare, drums, male singer, energetic, rock music, medium tempo, upbeat",sample_0908
"bass, keyboard harmony, male voice",joyful,"ambient noises, alternative rock, classical, rock","slick drumming rhythm, dance groove, syncopated","bass, keyboard harmony, male voice, joyful, ambient noises, alternative rock, classical, rock, slick drumming rhythm, dance groove, syncopated",sample_0909
punchy kick,energetic,"dance, electro pop, classical music, rock, dance pop, classical, jazz, cinematic, latin dance music, pop rock","medium to uptempo, upbeat","punchy kick, energetic, dance, electro pop, classical music, rock, dance pop, classical, jazz, cinematic, latin dance music, pop rock, medium to uptempo, upbeat",sample_0910
"punchy snare, groovy bass, keyboard, no singer, acoustic drums, punchy kick",soothing,"gospel, jazz","groovy rhythm, rhythmic, polyrhythms, upbeat, fast tempo","punchy snare, groovy bass, keyboard, no singer, acoustic drums, punchy kick, soothing, gospel, jazz, groovy rhythm, rhythmic, polyrhythms, upbeat, fast tempo",sample_0911
acoustic drums,"emotional, joyful","classical music, ambient sounds",dance groove,"acoustic drums, emotional, joyful, classical music, ambient sounds, dance groove",sample_0912
shimmering shakers,sensual,soulful,slow tempo,"shimmering shakers, sensual, soulful, slow tempo",sample_0913
"flute, flat male vocal, keyboard accompaniment","funky, playful","metal, trance, country music","groovy piano chords, rhythmic, beatboxing, dance rhythm","flute, flat male vocal, keyboard accompaniment, funky, playful, metal, trance, country music, groovy piano chords, rhythmic, beatboxing, dance rhythm",sample_0914
"groovy bass line, strings, cello, no voices",calming,soulful,medium tempo,"groovy bass line, strings, cello, no voices, calming, soulful, medium tempo",sample_0915
"e-guitar, passionate female vocal",joyful,"classical music, orchestral, meditation, classical","medium tempo, slow tempo","e-guitar, passionate female vocal, joyful, classical music, orchestral, meditation, classical, medium tempo, slow tempo",sample_0916
"shimmering shakers, flat male vocal, percussion, violin, steady drumming","mysterious, playful, dramatic, happy, suspenseful, spiritual, fun, aggressive",pop,rhythm,"shimmering shakers, flat male vocal, percussion, violin, steady drumming, mysterious, playful, dramatic, happy, suspenseful, spiritual, fun, aggressive, pop, rhythm",sample_0917
"male vocal, male voice, piano","dark, uplifting","movie music, pop song","groovy rhythm, slow tempo, rhythmic acoustic guitar, groovy, contemporary","male vocal, male voice, piano, dark, uplifting, movie music, pop song, groovy rhythm, slow tempo, rhythmic acoustic guitar, groovy, contemporary",sample_0918
"piano, punchy snare",exciting,"country music, country","moderate tempo, slow tempo","piano, punchy snare, exciting, country music, country, moderate tempo, slow tempo",sample_0919
guitar solo,"gentle, sensual",western classical music,fast tempo,"guitar solo, gentle, sensual, western classical music, fast tempo",sample_0920
"tambourine, steady drumming rhythm, punchy snare, claps, no voice",happy,pop rock,"uptempo, slow tempo, groovy synth bass, moderate tempo, slower to medium tempo, syncopated harmony","tambourine, steady drumming rhythm, punchy snare, claps, no voice, happy, pop rock, uptempo, slow tempo, groovy synth bass, moderate tempo, slower to medium tempo, syncopated harmony",sample_0921
"male voice, punchy snare, strings, male singer",poignant,"soulful, blues",medium tempo,"male voice, punchy snare, strings, male singer, poignant, soulful, blues, medium tempo",sample_0922
keyboard,"passionate, hard rock, chaotic","dance, techno, dance song, country, pop rock, dance pop, cinematic, electro pop, ballad","slower to medium tempo, medium tempo, medium to uptempo, moderate tempo","keyboard, passionate, hard rock, chaotic, dance, techno, dance song, country, pop rock, dance pop, cinematic, electro pop, ballad, slower to medium tempo, medium tempo, medium to uptempo, moderate tempo",sample_0923
"flute, male voice singing, e-bass, male vocalist, piano accompaniment",harsh,"alternative rock, rapping, techno",polyrhythms,"flute, male voice singing, e-bass, male vocalist, piano accompaniment, harsh, alternative rock, rapping, techno, polyrhythms",sample_0924
"flat male vocal, piano accompaniment","energetic, calming, exciting, mellow","dance music, country","medium tempo, uptempo, fast tempo, dance groove, groovy","flat male vocal, piano accompaniment, energetic, calming, exciting, mellow, dance music, country, medium tempo, uptempo, fast tempo, dance groove, groovy",sample_0925
"punchy kick, male voice, cello, electronic drums, no percussion",exciting,"metal, pop, rock, blues",upbeat,"punchy kick, male voice, cello, electronic drums, no percussion, exciting, metal, pop, rock, blues, upbeat",sample_0926
"male vocalist, cello, no voice","soft, epic","dance music, chill, classical music, classical, cinematic, gospel, blues, danceable, electronic dance music, indie, pop, r&b, pop rock",medium tempo,"male vocalist, cello, no voice, soft, epic, dance music, chill, classical music, classical, cinematic, gospel, blues, danceable, electronic dance music, indie, pop, r&b, pop rock, medium tempo",sample_0927
"percussion, shimmering shakers","epic, funky, dreamy, fun, hard rock",metal,strong drumming rhythm,"percussion, shimmering shakers, epic, funky, dreamy, fun, hard rock, metal, strong drumming rhythm",sample_0928
electric guitar,"joyful, fun, eerie, weird, soothing","cinematic, rap, electronic music",fast tempo,"electric guitar, joyful, fun, eerie, weird, soothing, cinematic, rap, electronic music, fast tempo",sample_0929
"female singer, flute","poignant, mellow","trap, danceable",slower tempo,"female singer, flute, poignant, mellow, trap, danceable, slower tempo",sample_0930
"e-bass, orchestra, male vocalist, steady drumming","psychedelic, sentimental, soft rock","rock, meditation, jazz, alternative rock, classical, techno, orchestral, metal, movie music, western classical music",syncopated harmony,"e-bass, orchestra, male vocalist, steady drumming, psychedelic, sentimental, soft rock, rock, meditation, jazz, alternative rock, classical, techno, orchestral, metal, movie music, western classical music, syncopated harmony",sample_0931
"groovy bass, piano",aggressive,classical,medium tempo,"groovy bass, piano, aggressive, classical, medium tempo",sample_0932
"passionate female vocal, electric guitar, trumpets","sad, energetic",trance,rhythmic patter,"passionate female vocal, electric guitar, trumpets, sad, energetic, trance, rhythmic patter",sample_0933
bass guitar,"romantic, exciting, soft rock, passionate","cinematic, danceable",acoustic rhythm guitar chords,"bass guitar, romantic, exciting, soft rock, passionate, cinematic, danceable, acoustic rhythm guitar chords",sample_0934
"cello, passionate male vocal, bass guitar, bass, female singer, male singer, male vocal, no percussion, violin, electric guitar, piano accompaniment","nostalgic, funk, weird, chaotic","danceable, dance, country music, country, orchestral, western classical music, rap, folk music, rock","groovy, slow tempo, syncopated rhythms, uptempo","cello, passionate male vocal, bass guitar, bass, female singer, male singer, male vocal, no percussion, violin, electric guitar, piano accompaniment, nostalgic, funk, weird, chaotic, danceable, dance, country music, country, orchestral, western classical music, rap, folk music, rock, groovy, slow tempo, syncopated rhythms, uptempo",sample_0935
"male vocal, acoustic guitar, bass guitar, no percussion, groovy bass","calming, calm, melancholic, soft rock, aggressive, sentimental, nostalgic",pop,slow tempo,"male vocal, acoustic guitar, bass guitar, no percussion, groovy bass, calming, calm, melancholic, soft rock, aggressive, sentimental, nostalgic, pop, slow tempo",sample_0936
"bass, keyboard accompaniment, no singer, trumpets","mysterious, soft rock, fun, dramatic, exciting","dance pop, rock, rapping, classical, ambient sounds","moderate tempo, upbeat, groovy, slower tempo, rising pattern","bass, keyboard accompaniment, no singer, trumpets, mysterious, soft rock, fun, dramatic, exciting, dance pop, rock, rapping, classical, ambient sounds, moderate tempo, upbeat, groovy, slower tempo, rising pattern",sample_0937
"orchestra, shimmering shakers, e-bass","hypnotic, chaotic, cheerful","cinematic, danceable",fast tempo,"orchestra, shimmering shakers, e-bass, hypnotic, chaotic, cheerful, cinematic, danceable, fast tempo",sample_0938
"punchy snare, percussion, bass guitar",happy,orchestral,medium tempo,"punchy snare, percussion, bass guitar, happy, orchestral, medium tempo",sample_0939
"male voice, steady drumming, keyboard, no voice",melancholic,"indie, country, rapping","groovy music, dance rhythm, syncopated","male voice, steady drumming, keyboard, no voice, melancholic, indie, country, rapping, groovy music, dance rhythm, syncopated",sample_0940
"groovy bass, groovy bass line","happy, intense, weird, energetic, hard rock, hypnotic, sentimental",country music,"fast tempo, strong drumming rhythm","groovy bass, groovy bass line, happy, intense, weird, energetic, hard rock, hypnotic, sentimental, country music, fast tempo, strong drumming rhythm",sample_0941
